"","Year","OPCS","Description","FCE","Admissions","Male","Female","Gender Unknown","Emergency","Waiting list","Planned","Other Admission Method","Mean time waited","Median time waited","Mean length of stay","Median length of stay","Mean age","Age 0","Age 1-4","Age 5-9","Age 10-14","Age 15","Age 16","Age 17","Age 18","Age 19","Age 20-24","Age 25-29","Age 30-34","Age 35-39","Age 40-44","Age 45-49","Age 50-54","Age 55-59","Age 60-64","Age 65-69","Age 70-74","Age 75-79","Age 80-84","Age 85-89","Age 90+","Day case","FCE bed days","EmergencyDC","ElectiveDC","OtherDC","class1","elective","new_daycase","inpatient","daycase","class2","class3","class4","proc_group"
"3964","2017","S70","Other operations on nail",2341,2305,1221,1120,0,582,1640,80,3,52.736294240111,34,1.09728183118741,0,35.9650150472915,9,188,174,206,45,55,51,60,36,165,149,87,92,103,137,144,117,105,124,107,73,54,27,18,1626,755,385,60,3,585,1720,1686,481,1239,0,1720,0,"Skin"
"3965","2017","T01","Partial excision of chest wall",698,687,341,357,0,24,648,9,6,44.877408056042,28,4.93895348837209,3,54.2686054913295,1,15,10,13,1,2,3,1,2,15,20,29,36,43,61,64,61,71,61,78,46,41,15,3,338,1734,11,40,0,30,657,378,301,356,0,657,0,"Thoracic"
"3966","2017","T02","Reconstruction of chest wall",557,545,476,81,0,16,443,79,7,95.5808823529412,57,5.26611226611227,4,25.2225280289331,2,4,2,49,34,65,51,53,44,82,49,29,14,6,10,10,7,13,7,10,8,4,0,0,52,2528,1,27,0,23,522,79,448,74,0,0,522,"Thoracic"
"3967","2017","T03","Opening of chest",296,171,181,115,0,56,97,5,13,38.1348314606742,26,14.1897435897436,7,53.4109217687075,29,7,2,4,2,0,2,3,1,3,6,7,9,3,14,13,20,25,39,50,38,12,4,1,2,3182,8,3,1,69,102,5,100,2,0,102,0,"Thoracic"
"3968","2017","T05","Other operations on chest wall",1388,1096,876,512,0,239,743,83,31,39.7001594896332,21,6.62823275862069,2,52.4687680525164,152,21,16,12,6,4,4,6,4,36,38,26,41,36,63,92,86,118,154,171,143,86,46,10,234,7534,44,85,2,270,826,319,636,190,0,826,0,"Thoracic"
"3969","2017","T07","Open excision of pleura",1131,875,827,304,0,216,410,32,217,23.9970760233918,14,11.6316326530612,8,52.332097933513,1,16,6,11,4,13,5,13,10,45,51,60,68,67,86,76,106,105,110,128,73,42,15,2,1,11092,0,1,0,433,442,2,441,1,442,0,0,"Thoracic"
"3970","2017","T08","Open drainage of pleural cavity",509,428,361,148,0,99,262,23,44,26.65625,10,9.72645739910314,6,60.8842131474104,1,0,2,4,2,1,1,3,1,3,8,14,32,22,35,29,41,45,64,75,56,47,12,4,13,4235,4,6,0,143,285,19,274,11,285,0,0,"Thoracic"
"3971","2017","T09","Other open operations on pleura",757,615,525,232,0,75,438,19,83,17.5036855036855,13,6.0961262553802,4,64.1503489932886,1,1,0,1,0,1,2,4,5,10,16,13,14,20,32,59,56,61,89,155,104,67,30,4,2,4309,1,2,0,158,457,4,455,2,457,0,0,"Thoracic"
"3972","2017","T10","Therapeutic endoscopic operations on pleura",2240,1567,1365,875,0,270,1001,120,176,12.1204819277108,8,8.215018908698,5,67.2585904159132,1,4,1,2,0,5,3,3,5,16,22,44,33,46,90,102,154,202,333,374,320,276,126,50,26,14654,1,3,0,446,1121,29,1106,15,1121,0,0,"Thoracic"
"3973","2017","T11","Diagnostic endoscopic examination of pleura",1195,1017,896,299,0,96,760,143,18,13.8196457326892,9,4.45875706214689,3,69.3055555555556,0,0,1,2,0,0,0,0,0,9,7,7,16,15,25,55,79,89,181,248,239,141,62,12,97,4019,2,49,0,114,903,146,793,110,903,0,0,"Thoracic"
"3974","2017","T12","Puncture of pleura",47819,29074,28595,19224,0,18997,6797,2564,716,10.4963119072708,5,9.8223824348681,6,65.9220323183417,401,172,90,97,55,96,105,163,154,825,973,959,1093,1129,1852,2507,3037,3688,5139,6344,6156,5511,4232,2316,6580,274308,2000,593,32,19713,9361,7173,7957,1404,9361,0,0,"Thoracic"
"3975","2017","T13","Introduction of substance into pleural cavity",773,200,400,373,0,78,75,22,25,23.0789473684211,13,10.7466666666667,8,69.4083769633508,0,3,0,0,0,2,0,0,0,4,4,5,8,23,26,39,55,61,105,118,109,103,62,37,32,5973,3,4,0,103,97,36,92,5,97,0,0,"Thoracic"
"3976","2017","T14","Other operations on pleura",928,742,641,287,0,73,517,134,18,10.4334203655352,7,7.74277456647399,4,68.8102508178844,0,2,1,0,2,0,0,0,1,7,13,12,12,15,33,32,61,74,111,172,158,133,63,15,496,2763,19,55,1,91,651,551,264,387,651,0,0,"Thoracic"
"3977","2017","T15","Repair of rupture of diaphragm",55,46,41,14,0,43,3,0,0,266.5,267,10.8571428571429,8,41.5818181818182,0,0,1,0,0,1,0,3,2,13,3,3,2,2,3,5,4,2,4,4,1,2,0,0,0,455,0,0,0,43,3,0,3,0,0,0,3,"Upper GI"
"3978","2017","T16","Other repair of diaphragm",347,275,216,131,0,51,191,6,27,67.242774566474,45,11.1977186311787,6,32.442947826087,120,18,8,3,0,0,2,0,1,5,1,6,12,15,16,19,21,28,36,21,9,1,3,0,2,2985,0,2,0,78,197,4,195,2,0,197,0,"Upper GI"
"3979","2017","T17","Other operations on diaphragm",49,47,19,30,0,6,38,1,2,29.1944444444444,22,12.4210526315789,5,58.1811224489796,1,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,3,4,7,8,8,2,0,0,5,478,1,0,0,8,39,5,35,4,0,39,0,"Upper GI"
"3980","2017","T19","Simple excision of inguinal hernial sac",5589,5476,4793,795,1,379,4905,121,71,75.1452702702703,56,2.635507733692,1,3.796908161435,1664,2163,1381,250,43,17,7,2,4,10,2,0,1,4,4,0,4,1,5,6,2,1,3,1,4028,3633,42,295,3,450,5026,4323,1138,3888,0,5026,0,"Lower GI"
"3981","2017","T20","Primary repair of inguinal hernia",63650,62837,58198,5446,6,2905,59372,502,58,78.2060889929742,63,1.70912200011793,1,58.8411544296208,865,427,380,96,16,35,87,106,123,1120,1533,1968,2514,3173,4498,5434,5960,6521,7661,8468,5993,4019,1905,512,46093,29881,246,1840,5,2963,59874,47933,14785,45089,0,59874,0,"Lower GI"
"3982","2017","T21","Repair of recurrent inguinal hernia",5591,5504,5311,279,1,474,4989,40,1,86.9997885835095,67,1.940329218107,1,63.2596953713671,14,22,12,9,2,1,4,2,0,34,72,97,158,239,355,480,511,589,694,847,689,472,210,61,3541,3940,22,161,1,475,5029,3702,1699,3330,0,0,5029,"Lower GI"
"3983","2017","T22","Primary repair of femoral hernia",3161,2903,742,2419,0,1408,1481,12,2,73.024805102764,55,4.90104772991851,2,66.8790092092728,0,4,9,6,0,2,2,0,2,18,42,66,104,135,175,204,201,227,294,389,416,389,298,166,1135,9381,42,45,0,1410,1493,1180,936,557,0,1493,0,"Lower GI"
"3984","2017","T23","Repair of recurrent femoral hernia",222,213,60,162,0,56,154,3,0,82.8783783783784,68,2.84545454545455,1,64.9683257918552,0,0,0,0,1,0,0,0,0,1,6,3,7,2,21,15,18,24,23,31,27,26,7,9,101,331,1,7,0,56,157,108,81,76,0,157,0,"Lower GI"
"3985","2017","T24","Primary repair of umbilical hernia",22273,21818,14749,7523,1,2801,18830,163,24,83.1302074548828,68,2.1394390746316,1,48.9689664950781,30,778,466,61,10,10,9,17,17,305,872,1550,1867,2020,2515,2791,2491,2020,1710,1252,746,409,156,44,15506,14669,200,599,3,2825,18993,16105,5260,13733,0,18993,0,"Lower GI"
"3986","2017","T25","Primary repair of incisional hernia",9346,8985,3903,5443,0,1317,7534,128,6,108.133268347027,83,4.62841854934602,3,59.3810144303252,6,17,7,9,2,4,2,1,3,45,171,275,471,552,824,1007,986,1020,1247,1210,775,444,160,48,1956,33367,15,299,0,1323,7662,2255,5813,1849,0,0,7662,"Lower GI"
"3987","2017","T26","Repair of recurrent incisional hernia",1785,1691,859,926,0,231,1439,21,0,115.29347826087,84,5.35865595325055,3,58.398853355894,1,1,0,0,0,0,0,0,0,9,24,48,72,125,169,234,227,227,227,200,132,59,18,0,282,7851,3,45,0,231,1460,327,1193,267,0,0,1460,"Lower GI"
"3988","2017","T27","Repair of other hernia of abdominal wall",7570,7358,3481,4089,0,933,6332,87,6,86.7466599866399,68,3.31520172910663,1,50.1995131474104,2,183,222,65,13,9,15,11,12,124,344,509,571,616,757,795,745,664,589,549,366,223,101,45,4567,9795,41,248,0,939,6419,4815,2336,4083,0,0,6419,"Lower GI"
"3989","2017","T28","Other repair of anterior abdominal wall",755,503,413,342,0,216,165,10,112,96.4901960784314,62,15.2322580645161,5,31.3529906666667,246,11,11,10,2,3,6,7,6,28,38,44,41,25,36,43,31,35,40,41,16,20,9,1,68,8054,23,5,5,328,175,73,158,17,0,0,175,"Lower GI"
"3990","2017","T29","Operations on umbilicus",981,953,393,587,1,210,708,25,10,76.9806547619048,55,2.17857142857143,1,35.2752873210634,63,102,42,34,7,8,8,5,6,47,85,78,68,65,72,59,55,42,38,40,28,22,3,1,572,938,55,55,0,220,733,627,265,468,0,733,0,"Lower GI"
"3991","2017","T30","Opening of abdomen",1915,1350,936,979,0,829,430,23,68,63.2418136020151,36,8.38597842835131,5,52.8502825159914,61,18,20,20,7,9,5,11,11,64,68,86,116,116,127,134,182,145,170,203,141,101,50,11,99,13277,82,18,4,897,453,117,425,28,0,453,0,"Lower GI"
"3992","2017","T31","Other operations on anterior abdominal wall",4372,3772,1730,2642,0,1799,1748,171,54,59.8085808580858,34,6.33220720720721,2,52.1596064590542,21,54,29,39,7,8,12,13,15,150,230,321,323,293,352,394,366,357,402,390,242,194,91,32,1279,17699,388,127,4,1853,1919,1406,1302,617,0,1919,0,"Lower GI"
"3993","2017","T32","Reconstruction of anterior abdominal wall",294,276,132,162,0,23,240,9,4,168.917391304348,151,10.5959183673469,7,55.8384879725086,2,0,2,1,0,0,0,1,0,3,7,8,20,21,29,34,28,33,50,25,17,8,2,0,5,2799,0,2,0,27,249,7,243,6,0,0,249,"Lower GI"
"3994","2017","T33","Open extirpation of lesion of peritoneum",322,308,80,242,0,26,274,5,3,44.9925925925926,27,7.18473895582329,5,50.8187053291536,1,6,1,4,0,1,0,1,2,18,15,22,23,21,31,25,26,32,34,23,15,13,4,1,45,1805,1,8,0,29,279,53,233,46,0,279,0,"Lower GI"
"3995","2017","T34","Open drainage of peritoneum",1420,1004,553,867,0,843,100,30,31,38.6153846153846,23,11.3852611940299,6,49.3839785714286,6,6,16,19,9,3,15,12,16,59,82,106,115,123,121,114,107,92,121,97,81,52,19,9,43,13062,59,9,0,874,130,52,125,5,0,130,0,"Lower GI"
"3996","2017","T36","Operations on omentum",2247,1906,473,1774,0,503,1146,239,18,23.7627118644068,9,6.08012568735271,3,63.2710485611511,4,8,7,12,2,3,3,3,2,27,46,54,61,58,83,165,194,206,355,360,281,201,78,11,753,8116,83,132,4,521,1385,885,840,545,1385,0,0,"Lower GI"
"3997","2017","T37","Operations on mesentery of small intestine",313,282,154,159,0,96,168,16,2,42.5986394557823,17,6.06701030927835,5,55.3463430420712,2,2,4,5,0,3,1,1,2,10,11,16,12,14,23,28,28,29,25,32,34,15,11,1,74,1487,3,11,0,98,184,85,134,50,0,184,0,"Upper GI"
"3998","2017","T38","Operations on mesentery of colon",118,104,62,56,0,31,60,12,1,36.1379310344828,20,7.375,4,54.5784017094017,2,1,1,0,0,0,1,0,1,4,4,9,6,6,9,6,13,9,14,10,12,6,2,1,23,629,1,3,0,32,72,26,56,16,0,72,0,"Lower GI"
"3999","2017","T39","Operations on posterior peritoneum",481,433,232,249,0,50,352,30,1,31.7186544342508,16,10.3101265822785,7,58.5007961783439,1,6,2,2,0,0,0,0,1,11,13,14,19,25,37,44,39,48,61,64,39,33,11,1,122,3402,7,18,0,51,382,140,271,111,0,382,0,"Lower GI"
"4000","2017","T41","Other open operations on peritoneum",4955,3889,1865,3089,1,2446,1292,103,48,69.965776293823,41,11.1743761412051,8,60.578421225833,33,25,31,27,8,13,11,13,21,85,121,202,198,252,323,294,354,373,480,614,529,501,263,91,502,41423,36,84,3,2494,1395,586,1230,165,0,1395,0,"Lower GI"
"4001","2017","T42","Therapeutic endoscopic operations on peritoneum",10103,9778,696,9407,0,1112,8485,175,6,82.3381134874521,64,2.77076332213154,1,37.5176107577881,1,6,4,25,16,28,47,84,130,1203,1678,1562,1327,982,680,354,213,184,200,198,147,122,58,28,5663,12124,29,505,0,1118,8660,6168,3373,5287,0,8660,0,"Lower GI"
"4002","2017","T43","Diagnostic endoscopic examination of peritoneum",16787,16251,2762,14024,1,2244,13721,242,44,59.9983203542526,42,2.29626411815812,1,39.7310739453792,25,50,41,106,59,92,167,248,333,2509,2452,2087,1650,1243,1073,679,567,578,734,800,516,312,75,8,10650,14203,110,908,5,2288,13963,11558,4349,9614,0,13963,0,"Lower GI"
"4003","2017","T45","Image controlled operations on abdominal cavity",5364,3080,2494,2870,0,2253,510,211,106,21.7250608272506,8,15.5162871144422,10,58.9561574266793,6,10,27,53,12,6,18,17,13,86,167,207,214,273,373,450,526,519,567,620,473,382,179,87,433,55970,68,70,1,2359,721,503,653,68,721,0,0,"Lower GI"
"4004","2017","T48","Other operations on peritoneum",231,203,117,113,1,45,124,34,0,13.8119658119658,7,6.02469135802469,2,58.2331838565022,0,0,0,0,1,0,0,1,0,3,7,7,17,10,16,26,20,20,36,20,30,6,3,0,129,487,15,9,0,45,158,138,64,94,158,0,0,"Lower GI"
"4005","2017","T50","Transplantation of fascia",11,9,4,7,0,1,8,0,0,164.75,125,5.8,1,54.8225454545455,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,3,0,0,0,0,63,1,2,0,1,8,2,7,1,0,0,8,"Muscle"
"4006","2017","T51","Excision of fascia of abdomen",19,17,7,12,0,5,12,0,0,88.25,70,16.9090909090909,7,52.1111111111111,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,1,2,1,3,2,0,0,0,0,7,186,0,1,0,5,12,8,7,5,0,0,12,"Lower GI"
"4007","2017","T52","Excision of other fascia",14242,14165,10944,3298,0,27,14052,86,0,90.9911793779941,74,0.948039215686274,1,65.5794562949387,1,1,0,3,0,0,2,0,2,14,24,79,119,192,539,1048,1622,2203,2884,2837,1597,758,232,29,13210,986,7,320,0,27,14138,13530,707,13431,0,0,14138,"Muscle"
"4008","2017","T53","Extirpation of lesion of fascia",365,359,156,209,0,13,336,10,0,63.8723404255319,39,2.36,1,51.1160220994475,0,0,3,7,3,0,0,0,0,11,11,19,25,27,56,54,46,30,19,25,12,7,6,1,257,369,1,21,0,13,346,278,82,264,0,346,0,"Muscle"
"4009","2017","T54","Division of fascia",1870,1844,1337,533,0,66,1761,14,3,81.5701330108827,66,6.20645161290323,1,63.5517981749866,0,1,5,12,1,2,1,2,3,12,13,29,27,47,85,159,183,265,326,336,184,112,46,12,1679,1267,2,29,1,69,1775,1708,154,1621,0,1775,0,"Muscle"
"4010","2017","T55","Release of fascia",1058,972,702,356,0,287,671,10,4,91.7730627306273,67,7.63398692810458,4,43.4089609151573,0,4,5,8,5,11,17,23,19,105,142,86,91,60,80,69,74,66,54,56,38,24,9,3,470,4349,5,48,0,291,681,518,348,333,0,0,681,"Muscle"
"4011","2017","T56","Other excision of other fascia",815,806,671,144,0,3,797,6,0,105.534059945504,84,0.974789915966387,1,63.5869297163995,0,0,0,0,0,0,1,0,0,0,2,5,6,19,41,85,98,148,161,141,73,23,6,2,693,121,0,30,0,3,803,723,91,712,0,0,803,"Muscle"
"4012","2017","T57","Other operations on fascia",2053,1986,856,1195,2,75,1825,83,3,65.3770692826487,49,4.83006535947712,1,52.8293398533007,0,1,6,14,1,5,4,5,4,21,62,81,137,154,299,354,269,198,170,131,70,31,22,6,1865,828,16,21,1,78,1908,1886,155,1753,0,1908,0,"Muscle"
"4013","2017","T59","Excision of ganglion",8320,8276,2656,5663,1,13,8219,44,0,70.7567532801646,57,0.986394557823129,1,47.6106140033743,1,13,46,150,57,57,67,52,57,453,614,663,611,630,778,894,847,696,660,498,264,124,48,18,8022,291,9,99,0,13,8263,8121,198,8065,0,8263,0,"Skin"
"4014","2017","T60","Re0excision of ganglion",333,329,96,237,0,1,328,0,0,82.2660256410256,61,0.615384615384615,1,47.7717717717718,0,0,0,1,1,1,0,5,2,16,28,29,24,24,39,48,36,25,21,20,7,4,2,0,320,8,1,4,0,1,328,324,9,319,0,328,0,"Skin"
"4015","2017","T61","Other operations on ganglion",532,523,176,356,0,5,494,23,1,52.326582278481,39,2.1,1,46.3954802259887,0,0,3,14,0,8,5,4,2,27,51,39,54,49,35,49,54,35,35,34,21,7,4,1,520,35,1,1,0,6,517,521,11,506,0,517,0,"Skin"
"4016","2017","T62","Operations on bursa",13004,12754,4185,8810,9,463,10606,1683,2,73.0970407593523,47,5.21012416427889,2,59.9303329223181,0,1,4,16,6,18,10,18,11,119,203,338,463,679,1155,1566,1515,1482,1537,1663,1091,719,294,68,11858,5384,41,136,1,465,12289,11994,954,11335,0,12289,0,"Joint"
"4017","2017","T64","Transposition of tendon",1834,1825,1049,785,0,88,1668,68,1,106.939513477975,79,1.88968824940048,1,41.972647702407,0,84,149,83,12,17,14,16,7,67,93,88,131,133,172,191,157,105,98,95,65,35,14,2,981,1617,38,118,0,89,1736,1099,696,1040,0,0,1736,"Muscle"
"4018","2017","T65","Excision of tendon",1037,1022,491,546,0,39,973,7,3,80.4456886898096,61,2.83070866141732,1,48.9935990338164,1,3,5,12,1,1,5,6,5,30,46,79,69,89,149,170,124,83,69,40,28,10,7,3,772,760,9,44,0,42,980,816,209,771,0,980,0,"Muscle"
"4019","2017","T67","Primary repair of tendon",17732,17328,13901,3830,1,7274,8482,1514,58,28.6012679917752,3,1.52138298885608,1,40.4773194413029,5,93,184,416,158,202,233,289,325,1828,1921,1805,1635,1467,1643,1530,1195,853,698,574,322,202,75,31,6984,16681,3325,816,14,7332,9996,7800,5599,4397,0,9996,0,"Muscle"
"4020","2017","T68","Secondary repair of tendon",549,539,421,128,0,91,405,41,2,76.976401179941,43,2.18930041152263,1,43.4379562043796,0,1,2,5,1,5,3,4,10,36,68,57,57,47,48,62,42,36,20,18,14,6,4,2,301,547,44,28,0,93,446,329,179,267,0,446,0,"Muscle"
"4021","2017","T69","Freeing of tendon",3234,3222,1546,1688,0,24,3157,41,0,89.0264060356653,67,1.32897603485839,1,46.2173313682904,7,13,44,32,11,13,13,17,12,91,142,158,243,419,607,628,356,180,113,63,38,15,6,2,2770,621,14,95,0,24,3198,2865,365,2833,0,0,3198,"Muscle"
"4022","2017","T70","Adjustment to length of tendon",4356,4343,2244,2111,1,40,4098,203,2,95.1726637328501,73,2.29830081812461,1,27.1915326887662,515,348,733,596,110,77,49,37,27,113,109,102,96,113,148,221,190,208,170,169,98,74,32,9,2747,3502,21,336,0,42,4301,3083,1257,3044,0,0,4301,"Muscle"
"4023","2017","T71","Excision of sheath of tendon",536,534,192,344,0,10,521,3,0,74.4627766599598,58,1.32352941176471,1,55.46904315197,0,0,1,1,1,2,1,0,2,12,16,26,20,46,48,63,85,54,49,40,32,17,10,7,465,97,2,17,0,10,524,482,53,471,0,524,0,"Muscle"
"4024","2017","T72","Other operations on sheath of tendon",12841,12707,5584,7256,1,976,11596,127,8,73.1980964822245,55,2.90482398956975,2,53.4374398187925,8,675,214,92,12,19,13,21,27,169,248,419,451,588,974,1642,1785,1539,1481,1134,695,367,180,50,11238,4545,64,223,2,984,11723,11461,1260,10463,0,11723,0,"Muscle"
"4025","2017","T74","Other operations on tendon",8223,8132,3416,4807,0,186,7237,708,1,68.2077732793522,47,3.26403326403326,1,51.8667955127423,3,15,27,46,12,10,29,29,27,180,300,424,550,669,1118,1246,1049,755,632,511,309,167,74,19,7720,1487,63,93,0,187,7945,7813,396,7549,0,7945,0,"Muscle"
"4026","2017","T76","Transplantation of muscle",131,98,86,45,0,24,55,6,13,108.442307692308,85,16.1181818181818,9,44.5267175572519,0,7,6,3,0,0,0,0,3,7,9,6,8,9,14,13,15,4,9,6,7,2,3,0,2,1671,0,0,0,37,61,2,60,1,0,0,61,"Muscle"
"4027","2017","T77","Excision of muscle",2192,2086,1186,1006,0,149,1901,31,5,65.6033810143043,42,4.57911145752143,2,52.7623506433824,1,14,13,21,10,10,11,7,8,64,91,116,147,157,234,224,214,173,209,210,127,79,23,13,826,6028,8,120,0,154,1932,946,1098,834,0,1932,0,"Muscle"
"4028","2017","T79","Repair of muscle",10568,10480,6594,3974,0,922,9388,163,7,73.9691156955001,53,1.3925148334094,1,56.7667616334283,4,32,32,44,20,24,36,23,43,205,210,209,288,402,877,1393,1705,1704,1416,1180,494,155,28,6,6118,6239,296,452,2,929,9551,6570,3613,5938,0,9551,0,"Muscle"
"4029","2017","T80","Release of contracture of muscle",542,538,233,309,0,6,515,16,1,111.480961923848,83,2.46694214876033,1,34.8606481481482,4,35,54,59,7,15,5,6,5,24,16,27,28,32,52,48,52,24,16,15,8,7,1,0,292,665,0,41,0,7,531,333,205,326,0,0,531,"Muscle"
"4030","2017","T83","Other operations on muscle",1237,961,718,519,0,337,464,153,7,78.781990521327,56,11.9332191780822,5,49.9841390728477,5,12,24,34,5,6,9,9,11,60,72,74,73,81,92,101,87,83,103,100,65,64,24,14,467,7434,32,41,0,344,617,508,364,253,0,617,0,"Muscle"
"4031","2017","T85","Block dissection of lymph nodes",4762,4737,1848,2914,0,36,4626,75,0,22.9208098987627,17,3.82556935817805,2,60.1083368599238,0,5,2,3,1,2,5,1,5,40,94,110,161,229,436,591,539,523,593,567,388,264,130,37,791,15216,1,141,0,36,4701,932,3781,920,4701,0,0,"Other"
"4032","2017","T86","Sampling of lymph nodes",429,384,191,238,0,39,320,24,1,16.3105802047782,12,4.19021739130435,2,58.3779411764706,1,2,0,4,0,0,1,1,2,7,13,13,16,22,37,40,46,30,65,53,44,17,9,2,218,839,3,34,0,40,344,252,142,202,344,0,0,"Other"
"4033","2017","T87","Excision or biopsy of lymph node",15915,13850,7609,8304,2,1357,11280,1165,48,17.1419071004706,11,6.44883815735834,2,57.0741234306943,12,134,133,150,41,57,58,85,75,414,525,552,689,764,1092,1399,1446,1508,1815,1738,1344,931,515,135,9854,34962,261,775,7,1405,12445,10629,4133,8312,12445,0,0,"Other"
"4034","2017","T88","Drainage of lesion of lymph node",366,300,163,203,0,197,79,20,4,15.0384615384615,9,6.41923076923077,3,41.627217877095,15,48,12,7,1,1,1,5,2,21,20,18,17,11,14,23,22,23,25,30,20,14,5,3,70,1654,34,8,0,201,99,78,78,21,99,0,0,"Other"
"4035","2017","T89","Operations on lymphatic duct",38,22,26,12,0,11,8,2,1,67.625,52,13.6363636363636,8,51.7297297297297,0,2,1,1,0,0,0,0,0,1,1,0,3,2,3,3,5,5,3,1,2,4,0,0,6,237,0,0,0,12,10,6,8,2,0,10,0,"Other"
"4036","2017","T91","Operations on sentinel lymph node",137,134,25,112,0,1,128,5,0,16,11,1.88571428571429,1,57.7153284671533,0,0,0,1,0,0,0,0,1,0,1,3,4,11,12,18,21,20,19,14,6,4,2,0,100,68,0,14,0,1,133,114,22,111,133,0,0,"Other"
"4037","2017","T92","Other operations on lymphatic tissue",253,217,124,129,0,24,123,68,2,65.5299145299145,48,5.13,3,32.4014603174603,10,45,28,18,6,6,2,2,1,13,7,7,11,8,6,12,5,14,10,13,12,12,2,2,140,544,1,7,0,26,191,147,80,111,0,191,0,"Other"
"4038","2017","T94","Operations on branchial cleft",648,643,341,307,0,23,603,16,1,70.8461538461538,49,1.08798283261803,1,26.2195572755418,18,131,42,28,6,4,5,13,9,59,64,60,44,31,34,31,24,16,10,10,4,2,0,1,175,507,3,78,0,24,619,253,377,242,0,619,0,"Skin"
"4039","2017","T96","Other operations on soft tissue",7821,7500,4118,3703,0,674,6621,181,24,62.2583138594284,41,6.15978928884987,2,53.1855151164287,15,84,69,97,30,32,25,25,26,184,331,400,475,496,704,823,887,719,752,683,419,272,165,60,5303,14763,93,343,0,698,6802,5646,1892,4910,0,6802,0,"Other"
"4040","2017","T97","Repair of recurrent umbilical hernia",1429,1399,857,572,0,208,1178,12,1,88.2188340807175,72,2.36292834890966,1,52.4315937940762,0,7,4,3,0,1,0,0,1,23,55,77,102,145,181,178,184,149,115,97,48,34,12,2,742,1606,7,47,0,209,1190,789,533,657,0,0,1190,"Lower GI"
"4041","2017","T98","Repair of recurrent other hernia of abdominal wall",643,628,314,329,0,74,546,6,2,97.5629770992366,84,3.0828025477707,1,52.7765625,0,5,5,2,1,0,0,0,0,14,18,38,37,64,71,81,87,69,43,53,32,13,5,2,302,1040,1,14,0,76,552,316,281,271,0,0,552,"Lower GI"
"4042","2017","V01","Plastic repair of cranium",991,898,568,423,0,102,575,194,27,71.5533596837945,45,10.7265536723164,3,38.167514750763,83,40,13,29,3,3,10,12,8,55,75,59,81,77,82,118,93,57,32,33,14,5,1,0,10,9088,1,17,0,129,769,27,748,21,0,769,0,"Skull&Spine"
"4043","2017","V02","Other plastic repair of cranium",107,103,70,37,0,5,57,41,0,67.3818181818182,54,5.70873786407767,4,7.69285714285714,38,39,10,3,0,0,0,1,0,3,2,0,2,1,1,1,0,2,1,1,0,0,0,0,0,626,0,2,0,5,98,2,96,2,0,98,0,"Skull&Spine"
"4044","2017","V03","Opening of cranium",823,639,496,327,0,459,98,8,74,71.9882352941176,40,17.672032193159,11,45.0702002472188,4,13,13,18,8,6,4,2,7,61,36,52,72,67,84,82,97,67,56,32,14,9,4,1,3,12222,7,2,1,533,106,5,105,1,0,106,0,"Skull&Spine"
"4045","2017","V04","Reshaping of cranium",28,28,19,9,0,0,28,0,0,30.12,22,1.28571428571429,1,1.26339285714286,15,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,2,0,0,28,23,5,23,0,28,0,"Skull&Spine"
"4046","2017","V05","Other operations on cranium",695,652,414,281,0,169,434,25,24,66.8778054862843,32,5.90857142857143,2,41.9832031930334,10,48,19,23,7,6,9,6,8,49,49,34,48,42,55,51,40,48,46,28,24,19,13,7,104,3318,1,43,1,193,459,147,362,97,0,459,0,"Skull&Spine"
"4047","2017","V06","Excision of maxilla",513,512,288,225,0,11,488,12,1,45.4654088050314,22,7.59733333333333,3,61.1922392156863,2,3,1,5,2,1,0,1,3,9,5,9,13,21,39,42,39,55,69,85,50,36,13,7,81,2960,1,24,0,12,500,105,398,102,0,500,0,"Skull&Spine"
"4048","2017","V07","Excision of bone of face",234,234,97,137,0,5,220,8,1,77.8480392156863,51,3.31578947368421,1,51.7610043290043,2,2,2,9,1,3,4,3,3,6,9,7,14,12,21,16,17,24,17,26,17,10,3,3,112,416,1,18,0,6,228,130,101,127,0,228,0,"Skull&Spine"
"4049","2017","V08","Reduction of fracture of maxilla",238,223,195,43,0,116,96,9,2,5.06976744186047,4,2.57077625570776,1,36.8691983122363,0,3,2,10,1,3,5,3,3,28,36,31,21,21,21,15,7,6,9,1,4,4,2,1,10,596,9,9,0,118,105,19,97,8,105,0,0,"Skull&Spine"
"4050","2017","V09","Reduction of fracture of other bone of face",7794,7735,5805,1989,0,735,6606,382,12,6.92036111558923,5,1.33367139959432,1,28.2855857014273,0,52,307,855,279,283,231,252,283,1325,1093,751,520,390,312,277,178,121,97,85,38,24,20,4,5775,2689,250,297,3,747,6988,6072,1544,5444,6988,0,0,"Skull&Spine"
"4051","2017","V10","Division of bone of face",1906,1902,853,1053,0,23,1083,794,2,118.007707129094,87,1.61078167115903,1,24.0273109243697,0,0,2,8,4,20,70,219,310,697,251,127,87,38,28,20,10,3,3,2,1,2,1,1,13,3051,1,27,0,25,1877,40,1838,39,0,0,1877,"Skull&Spine"
